symbol,date,open,high,low,close,volume,market_cap
LEND,"Dec 20, 2017",0.073640,0.073640,0.058163,0.060674,"13,460,400","69,221,800"
LEND,"Dec 19, 2017",0.089642,0.089642,0.066889,0.073759,"12,921,900","84,263,700"
LEND,"Dec 18, 2017",0.065984,0.094966,0.063648,0.089312,"36,895,400","62,024,800"
LEND,"Dec 17, 2017",0.043012,0.068082,0.043012,0.066148,"19,584,900","40,431,300"
LEND,"Dec 16, 2017",0.039446,0.045716,0.034677,0.042673,"10,722,900","37,079,600"
LEND,"Dec 15, 2017",0.035794,0.049202,0.026769,0.040949,"17,228,100","33,646,100"
LEND,"Dec 14, 2017",0.023680,0.036052,0.021729,0.035728,"10,632,800","22,259,500"
LEND,"Dec 13, 2017",0.025237,0.026007,0.021053,0.023790,"3,224,710","23,722,400"
LEND,"Dec 12, 2017",0.022730,0.029688,0.020701,0.025442,"6,904,120","21,366,500"
LEND,"Dec 11, 2017",0.022365,0.024729,0.021342,0.022751,"446,921","21,023,300"
LEND,"Dec 10, 2017",0.022002,0.026375,0.017770,0.023055,"687,983","20,681,800"
LEND,"Dec 09, 2017",0.022440,0.023863,0.020732,0.021921,"420,458","21,093,400"
LEND,"Dec 08, 2017",0.024386,0.025684,0.021242,0.022394,"501,650",-
LEND,"Dec 07, 2017",0.020312,0.024514,0.018778,0.024484,"715,185",-
LEND,"Dec 06, 2017",0.025771,0.026512,0.020290,0.020485,"557,833",-
LEND,"Dec 05, 2017",0.028559,0.029608,0.024218,0.026499,"981,642",-
LEND,"Dec 04, 2017",0.027777,0.031170,0.026714,0.028758,"1,469,880",-
LEND,"Dec 03, 2017",0.023100,0.028276,0.022579,0.027762,"1,063,640",-
LEND,"Dec 02, 2017",0.020423,0.024515,0.020363,0.023291,"758,941",-
LEND,"Dec 01, 2017",0.018580,0.025141,0.018543,0.020423,"1,540,860",-
LEND,"Nov 30, 2017",0.015214,0.018823,0.014672,0.018626,"728,686",-
